2013 07 02 04 30 00 0.694016
2013 07 02 04 30 01 0.700672
2013 07 02 04 30 02 0.707328
2013 07 02 04 30 03 0.713728
2013 07 02 04 30 04 0.720384
2013 07 02 04 30 05 0.727040
2013 07 02 04 30 06 0.733696
2013 07 02 04 30 07 0.740352
2013 07 02 04 30 08 0.747008
2013 07 02 04 30 09 0.753664
2013 07 02 04 30 10 0.760320
2013 07 02 04 30 11 0.766976
2013 07 02 04 30 12 0.773632
2013 07 02 04 30 13 0.780032
2013 07 02 04 30 14 0.786688
2013 07 02 04 30 15 0.793344
2013 07 02 04 30 16 0.800000
2013 07 02 04 30 17 0.806656
2013 07 02 04 30 18 0.813312
2013 07 02 04 30 19 0.819968
2013 07 02 04 30 20 0.826624
2013 07 02 04 30 21 0.833280
2013 07 02 04 30 22 0.839936
2013 07 02 04 30 23 0.846592
2013 07 02 04 30 24 0.853248
2013 07 02 04 30 25 0.859648
2013 07 02 04 30 26 0.866304
2013 07 02 04 30 27 0.872960
2013 07 02 04 30 28 0.879616
2013 07 02 04 30 29 0.886272
2013 07 02 04 30 30 0.892928
2013 07 02 04 30 31 0.899584
2013 07 02 04 30 32 0.906240
2013 07 02 04 30 33 0.912640
2013 07 02 04 30 34 0.919296
2013 07 02 04 30 35 0.925952
2013 07 02 04 30 36 0.932608
2013 07 02 04 30 37 0.939264
2013 07 02 04 30 38 0.945920
2013 07 02 04 30 39 0.952576
2013 07 02 04 30 40 0.959232
2013 07 02 04 30 41 0.965888
2013 07 02 04 30 42 0.972544
2013 07 02 04 30 43 0.979200
2013 07 02 04 30 44 0.985600
2013 07 02 04 30 45 0.992256
2013 07 02 04 30 46 0.998912
2013 07 02 04 30 48 0.005632
2013 07 02 04 30 49 0.012288
2013 07 02 04 30 50 0.018688
2013 07 02 04 30 51 0.025344
2013 07 02 04 30 52 0.032000
2013 07 02 04 30 53 0.038656
2013 07 02 04 30 54 0.045312
2013 07 02 04 30 55 0.051968
2013 07 02 04 30 56 0.058624
2013 07 02 04 30 57 0.065280
2013 07 02 04 30 58 0.071936
2013 07 02 04 30 59 0.078592
2013 07 02 04 31 00 0.085248
2013 07 02 04 31 01 0.091648
2013 07 02 04 31 02 0.098304
2013 07 02 04 31 03 0.104960
2013 07 02 04 31 04 0.111616
2013 07 02 04 31 05 0.118272
2013 07 02 04 31 06 0.124928
2013 07 02 04 31 07 0.131584
2013 07 02 04 31 08 0.137984
